"","Time","rep","exp","variable","value","strain_name","inoc_name","inoc","strain"
"1",3004.305558,1,"CS","B2",-0.091682428,"B",2,"7","11016"
"2",3904.305558,1,"CS","B2",2.175511052,"B",2,"7","11016"
"3",4804.305558,1,"CS","B2",5.774386702,"B",2,"7","11016"
"4",5704.305558,1,"CS","B2",11.47744126,"B",2,"7","11016"
"5",6604.305558,1,"CS","B2",17.18225083,"B",2,"7","11016"
"6",7504.305558,1,"CS","B2",23.55536775,"B",2,"7","11016"
"7",8404.305558,1,"CS","B2",29.66709082,"B",2,"7","11016"
"8",9304.305558,1,"CS","B2",38.14673344,"B",2,"7","11016"
"9",10204.30556,1,"CS","B2",46.44854541,"B",2,"7","11016"
"10",11104.30556,1,"CS","B2",54.83337202,"B",2,"7","11016"
"11",12004.30556,1,"CS","B2",61.65174315,"B",2,"7","11016"
"12",12904.30556,1,"CS","B2",66.79518638,"B",2,"7","11016"
"13",13804.30556,1,"CS","B2",69.64135048,"B",2,"7","11016"
"14",14704.30556,1,"CS","B2",72.01141041,"B",2,"7","11016"
"15",15604.30556,1,"CS","B2",73.10862672,"B",2,"7","11016"
"16",16504.30556,1,"CS","B2",72.07536361,"B",2,"7","11016"
"17",17404.30556,1,"CS","B2",68.90316086,"B",2,"7","11016"
"18",18304.30556,1,"CS","B2",65.12687039,"B",2,"7","11016"
"19",19204.30556,1,"CS","B2",59.24488619,"B",2,"7","11016"
"20",20104.30556,1,"CS","B2",54.19066847,"B",2,"7","11016"
"21",21004.30556,1,"CS","B2",52.79030712,"B",2,"7","11016"
"22",21904.30556,1,"CS","B2",53.01819181,"B",2,"7","11016"
"23",22804.30556,1,"CS","B2",54.99512705,"B",2,"7","11016"
"24",23704.30556,1,"CS","B2",57.55591727,"B",2,"7","11016"
"25",24604.30556,1,"CS","B2",61.05659793,"B",2,"7","11016"
"26",25504.30556,1,"CS","B2",65.09669761,"B",2,"7","11016"
"27",26404.30556,1,"CS","B2",69.1169945,"B",2,"7","11016"
"28",27304.30556,1,"CS","B2",72.88346121,"B",2,"7","11016"
"29",28204.30556,1,"CS","B2",76.01198302,"B",2,"7","11016"
"30",29104.30556,1,"CS","B2",77.63090121,"B",2,"7","11016"
"31",30004.30556,1,"CS","B2",77.69566937,"B",2,"7","11016"
"32",30904.30556,1,"CS","B2",76.05849048,"B",2,"7","11016"
"33",31804.30556,1,"CS","B2",70.45368685,"B",2,"7","11016"
"34",32704.30556,1,"CS","B2",59.12196241,"B",2,"7","11016"
"35",33604.30556,1,"CS","B2",47.97493698,"B",2,"7","11016"
"36",34504.30556,1,"CS","B2",40.50230557,"B",2,"7","11016"
"37",35404.30556,1,"CS","B2",35.17614425,"B",2,"7","11016"
"38",36304.30556,1,"CS","B2",31.74658692,"B",2,"7","11016"
"39",37204.30556,1,"CS","B2",29.41750911,"B",2,"7","11016"
"40",38104.30556,1,"CS","B2",27.58645301,"B",2,"7","11016"
"41",39004.30556,1,"CS","B2",25.85687867,"B",2,"7","11016"
"42",39904.30556,1,"CS","B2",24.15543582,"B",2,"7","11016"
"43",40804.30556,1,"CS","B2",22.49574544,"B",2,"7","11016"
"44",41704.30556,1,"CS","B2",20.8903047,"B",2,"7","11016"
"45",42604.30556,1,"CS","B2",19.54759557,"B",2,"7","11016"
"46",43504.30556,1,"CS","B2",18.2226234,"B",2,"7","11016"
"47",44404.30556,1,"CS","B2",17.00777864,"B",2,"7","11016"
"48",45304.30556,1,"CS","B2",15.86615224,"B",2,"7","11016"
"49",46204.30556,1,"CS","B2",14.86907866,"B",2,"7","11016"
"50",47104.30556,1,"CS","B2",13.94055589,"B",2,"7","11016"
"51",48004.30556,1,"CS","B2",13.07104788,"B",2,"7","11016"
"52",48904.30556,1,"CS","B2",12.1772172,"B",2,"7","11016"
"53",49804.30556,1,"CS","B2",11.27662325,"B",2,"7","11016"
"54",50704.30556,1,"CS","B2",10.24543242,"B",2,"7","11016"
"55",51604.30556,1,"CS","B2",9.081465339,"B",2,"7","11016"
"56",52504.30556,1,"CS","B2",7.484418172,"B",2,"7","11016"
"57",53404.30556,1,"CS","B2",3.00945367,"B",2,"7","11016"
"58",54304.30556,1,"CS","B2",-4.085469689,"B",2,"7","11016"
"59",55204.30556,1,"CS","B2",-6.338701719,"B",2,"7","11016"
"60",56104.30556,1,"CS","B2",-6.829136049,"B",2,"7","11016"
"61",57004.30556,1,"CS","B2",-7.021810862,"B",2,"7","11016"
"62",57904.30556,1,"CS","B2",-7.196395238,"B",2,"7","11016"
"63",58804.30556,1,"CS","B2",-7.267143603,"B",2,"7","11016"
"64",59704.30556,1,"CS","B2",-7.39972358,"B",2,"7","11016"
"65",60604.30556,1,"CS","B2",-7.520970271,"B",2,"7","11016"
"66",61504.30556,1,"CS","B2",-7.61613955,"B",2,"7","11016"
"67",62404.30556,1,"CS","B2",-7.68602853,"B",2,"7","11016"
"68",63304.30556,1,"CS","B2",-7.851246022,"B",2,"7","11016"
"69",64204.30556,1,"CS","B2",-7.907398177,"B",2,"7","11016"
"70",65104.30556,1,"CS","B2",-8.019694704,"B",2,"7","11016"
"71",66004.30556,1,"CS","B2",-8.072518123,"B",2,"7","11016"
"72",66904.30556,1,"CS","B2",-8.156140703,"B",2,"7","11016"
"73",67804.30556,1,"CS","B2",-8.210805027,"B",2,"7","11016"
"74",68704.30556,1,"CS","B2",-8.264334377,"B",2,"7","11016"
"75",69604.30556,1,"CS","B2",-8.327693029,"B",2,"7","11016"
"76",70504.30556,1,"CS","B2",-8.357491965,"B",2,"7","11016"
"77",71404.30556,1,"CS","B2",-8.453808932,"B",2,"7","11016"
"78",72304.30556,1,"CS","B2",-8.505908683,"B",2,"7","11016"
"79",73204.30556,1,"CS","B2",-8.516586667,"B",2,"7","11016"
"80",74104.30556,1,"CS","B2",-8.631340686,"B",2,"7","11016"
"81",75004.30556,1,"CS","B2",-8.654320745,"B",2,"7","11016"
"82",75904.30556,1,"CS","B2",-8.729918806,"B",2,"7","11016"
"83",76804.30556,1,"CS","B2",-8.740821412,"B",2,"7","11016"
"84",77704.30556,1,"CS","B2",-8.737905875,"B",2,"7","11016"
"85",78604.30556,1,"CS","B2",-8.772300272,"B",2,"7","11016"
"86",79504.30556,1,"CS","B2",-8.812938953,"B",2,"7","11016"
"87",80404.30556,1,"CS","B2",-8.834496153,"B",2,"7","11016"
"88",81304.30556,1,"CS","B2",-8.901767292,"B",2,"7","11016"
"89",82204.30556,1,"CS","B2",-8.90371637,"B",2,"7","11016"
"90",83104.30556,1,"CS","B2",-8.913893269,"B",2,"7","11016"
"91",84004.30556,1,"CS","B2",-8.937122261,"B",2,"7","11016"
"92",84904.30556,1,"CS","B2",-8.972662203,"B",2,"7","11016"
"93",85804.30556,1,"CS","B2",-8.992186171,"B",2,"7","11016"
"94",86704.30556,1,"CS","B2",-8.987781212,"B",2,"7","11016"
"95",87604.30556,1,"CS","B2",-9.001442568,"B",2,"7","11016"
"96",3021.431546,2,"CS","B2",0.145868361,"B",2,"7","11016"
"97",3921.431546,2,"CS","B2",2.065576141,"B",2,"7","11016"
"98",4821.431546,2,"CS","B2",5.962535445,"B",2,"7","11016"
"99",5721.431546,2,"CS","B2",11.87023488,"B",2,"7","11016"
"100",6621.431546,2,"CS","B2",18.55629181,"B",2,"7","11016"
"101",7521.431546,2,"CS","B2",26.83704841,"B",2,"7","11016"
"102",8421.431546,2,"CS","B2",34.42440629,"B",2,"7","11016"
"103",9321.431546,2,"CS","B2",44.05519278,"B",2,"7","11016"
"104",10221.43155,2,"CS","B2",54.07107811,"B",2,"7","11016"
"105",11121.43155,2,"CS","B2",62.56859317,"B",2,"7","11016"
"106",12021.43155,2,"CS","B2",69.87272438,"B",2,"7","11016"
"107",12921.43155,2,"CS","B2",75.3894182,"B",2,"7","11016"
"108",13821.43155,2,"CS","B2",78.26948307,"B",2,"7","11016"
"109",14721.43155,2,"CS","B2",79.55331527,"B",2,"7","11016"
"110",15621.43155,2,"CS","B2",78.44295842,"B",2,"7","11016"
"111",16521.43155,2,"CS","B2",75.84755185,"B",2,"7","11016"
"112",17421.43155,2,"CS","B2",71.82173974,"B",2,"7","11016"
"113",18321.43155,2,"CS","B2",65.36855709,"B",2,"7","11016"
"114",19221.43155,2,"CS","B2",58.33622365,"B",2,"7","11016"
"115",20121.43155,2,"CS","B2",55.10221229,"B",2,"7","11016"
"116",21021.43155,2,"CS","B2",52.71244626,"B",2,"7","11016"
"117",21921.43155,2,"CS","B2",50.75111223,"B",2,"7","11016"
"118",22821.43155,2,"CS","B2",50.59259628,"B",2,"7","11016"
"119",23721.43155,2,"CS","B2",50.30575359,"B",2,"7","11016"
"120",24621.43155,2,"CS","B2",50.49879805,"B",2,"7","11016"
"121",25521.43155,2,"CS","B2",50.83768052,"B",2,"7","11016"
"122",26421.43155,2,"CS","B2",51.28649462,"B",2,"7","11016"
"123",27321.43155,2,"CS","B2",51.76577619,"B",2,"7","11016"
"124",28221.43155,2,"CS","B2",52.0906824,"B",2,"7","11016"
"125",29121.43155,2,"CS","B2",52.34064257,"B",2,"7","11016"
"126",30021.43155,2,"CS","B2",52.21561892,"B",2,"7","11016"
"127",30921.43155,2,"CS","B2",51.69552726,"B",2,"7","11016"
"128",31821.43155,2,"CS","B2",50.47566097,"B",2,"7","11016"
"129",32721.43155,2,"CS","B2",48.34303311,"B",2,"7","11016"
"130",33621.43155,2,"CS","B2",44.76444472,"B",2,"7","11016"
"131",34521.43155,2,"CS","B2",40.16800547,"B",2,"7","11016"
"132",35421.43155,2,"CS","B2",36.55871342,"B",2,"7","11016"
"133",36321.43155,2,"CS","B2",33.88968775,"B",2,"7","11016"
"134",37221.43155,2,"CS","B2",31.80676188,"B",2,"7","11016"
"135",38121.43155,2,"CS","B2",29.8436312,"B",2,"7","11016"
"136",39021.43155,2,"CS","B2",28.09088816,"B",2,"7","11016"
"137",39921.43155,2,"CS","B2",26.28958313,"B",2,"7","11016"
"138",40821.43155,2,"CS","B2",24.36993383,"B",2,"7","11016"
"139",41721.43155,2,"CS","B2",22.5548467,"B",2,"7","11016"
"140",42621.43155,2,"CS","B2",20.85091463,"B",2,"7","11016"
"141",43521.43155,2,"CS","B2",19.28132903,"B",2,"7","11016"
"142",44421.43155,2,"CS","B2",17.79605152,"B",2,"7","11016"
"143",45321.43155,2,"CS","B2",16.44039259,"B",2,"7","11016"
"144",46221.43155,2,"CS","B2",15.26042918,"B",2,"7","11016"
"145",47121.43155,2,"CS","B2",14.16080318,"B",2,"7","11016"
"146",48021.43155,2,"CS","B2",13.12492065,"B",2,"7","11016"
"147",48921.43155,2,"CS","B2",12.09727908,"B",2,"7","11016"
"148",49821.43155,2,"CS","B2",11.03817091,"B",2,"7","11016"
"149",50721.43155,2,"CS","B2",9.912071455,"B",2,"7","11016"
"150",51621.43155,2,"CS","B2",8.784375842,"B",2,"7","11016"
"151",52521.43155,2,"CS","B2",7.731842491,"B",2,"7","11016"
"152",53421.43155,2,"CS","B2",6.576009714,"B",2,"7","11016"
"153",54321.43155,2,"CS","B2",5.255315779,"B",2,"7","11016"
"154",55221.43155,2,"CS","B2",3.382649473,"B",2,"7","11016"
"155",56121.43155,2,"CS","B2",-0.604485108,"B",2,"7","11016"
"156",57021.43155,2,"CS","B2",-5.308357116,"B",2,"7","11016"
"157",57921.43155,2,"CS","B2",-6.896264228,"B",2,"7","11016"
"158",58821.43155,2,"CS","B2",-7.334651551,"B",2,"7","11016"
"159",59721.43155,2,"CS","B2",-7.498347268,"B",2,"7","11016"
"160",60621.43155,2,"CS","B2",-7.616224307,"B",2,"7","11016"
"161",61521.43155,2,"CS","B2",-7.748192999,"B",2,"7","11016"
"162",62421.43155,2,"CS","B2",-7.854679691,"B",2,"7","11016"
"163",63321.43155,2,"CS","B2",-7.921989301,"B",2,"7","11016"
"164",64221.43155,2,"CS","B2",-7.98774808,"B",2,"7","11016"
"165",65121.43155,2,"CS","B2",-8.07883499,"B",2,"7","11016"
"166",66021.43155,2,"CS","B2",-8.177356855,"B",2,"7","11016"
"167",66921.43155,2,"CS","B2",-8.27911469,"B",2,"7","11016"
"168",67821.43155,2,"CS","B2",-8.358459131,"B",2,"7","11016"
"169",68721.43155,2,"CS","B2",-8.451240257,"B",2,"7","11016"
"170",69621.43155,2,"CS","B2",-8.55293383,"B",2,"7","11016"
"171",70521.43155,2,"CS","B2",-8.60463451,"B",2,"7","11016"
"172",71421.43155,2,"CS","B2",-8.720234335,"B",2,"7","11016"
"173",72321.43155,2,"CS","B2",-8.737778705,"B",2,"7","11016"
"174",73221.43155,2,"CS","B2",-8.808052141,"B",2,"7","11016"
"175",74121.43155,2,"CS","B2",-8.832780919,"B",2,"7","11016"
"176",75021.43155,2,"CS","B2",-8.890550724,"B",2,"7","11016"
"177",75921.43155,2,"CS","B2",-8.992267767,"B",2,"7","11016"
"178",76821.43155,2,"CS","B2",-8.982519202,"B",2,"7","11016"
"179",77721.43155,2,"CS","B2",-9.044167485,"B",2,"7","11016"
"180",78621.43155,2,"CS","B2",-9.087385691,"B",2,"7","11016"
"181",79521.43155,2,"CS","B2",-9.103871486,"B",2,"7","11016"
"182",80421.43155,2,"CS","B2",-9.155915369,"B",2,"7","11016"
"183",81321.43155,2,"CS","B2",-9.184326423,"B",2,"7","11016"
"184",82221.43155,2,"CS","B2",-9.216578156,"B",2,"7","11016"
"185",83121.43155,2,"CS","B2",-9.23390739,"B",2,"7","11016"
"186",84021.43155,2,"CS","B2",-9.298764157,"B",2,"7","11016"
"187",84921.43155,2,"CS","B2",-9.297815455,"B",2,"7","11016"
"188",85821.43155,2,"CS","B2",-9.320276414,"B",2,"7","11016"
"189",86721.43155,2,"CS","B2",-9.407660058,"B",2,"7","11016"
"190",87621.43155,2,"CS","B2",-9.404864422,"B",2,"7","11016"
"191",88521.43155,2,"CS","B2",-9.436485674,"B",2,"7","11016"
"192",89421.43155,2,"CS","B2",-9.456220705,"B",2,"7","11016"
"193",3012.788894,3,"CS","B2",-0.218757249,"B",2,"7","11016"
"194",3912.788894,3,"CS","B2",1.562076499,"B",2,"7","11016"
"195",4812.788894,3,"CS","B2",4.981126898,"B",2,"7","11016"
"196",5712.788894,3,"CS","B2",10.7305946,"B",2,"7","11016"
"197",6612.788894,3,"CS","B2",18.61569387,"B",2,"7","11016"
"198",7512.788894,3,"CS","B2",26.29697137,"B",2,"7","11016"
"199",8412.788894,3,"CS","B2",35.60676789,"B",2,"7","11016"
"200",9312.788894,3,"CS","B2",42.75543513,"B",2,"7","11016"
"201",10212.78889,3,"CS","B2",50.8486686,"B",2,"7","11016"
"202",11112.78889,3,"CS","B2",57.96864261,"B",2,"7","11016"
"203",12012.78889,3,"CS","B2",61.71267389,"B",2,"7","11016"
"204",12912.78889,3,"CS","B2",64.16945321,"B",2,"7","11016"
"205",13812.78889,3,"CS","B2",66.14129437,"B",2,"7","11016"
"206",14712.78889,3,"CS","B2",66.85691433,"B",2,"7","11016"
"207",15612.78889,3,"CS","B2",66.20630007,"B",2,"7","11016"
"208",16512.78889,3,"CS","B2",63.4398626,"B",2,"7","11016"
"209",17412.78889,3,"CS","B2",60.3920487,"B",2,"7","11016"
"210",18312.78889,3,"CS","B2",57.06406577,"B",2,"7","11016"
"211",19212.78889,3,"CS","B2",52.73616437,"B",2,"7","11016"
"212",20112.78889,3,"CS","B2",48.84854191,"B",2,"7","11016"
"213",21012.78889,3,"CS","B2",48.49425137,"B",2,"7","11016"
"214",21912.78889,3,"CS","B2",48.3973233,"B",2,"7","11016"
"215",22812.78889,3,"CS","B2",47.79481068,"B",2,"7","11016"
"216",23712.78889,3,"CS","B2",49.11902036,"B",2,"7","11016"
"217",24612.78889,3,"CS","B2",50.66075718,"B",2,"7","11016"
"218",25512.78889,3,"CS","B2",52.25096586,"B",2,"7","11016"
"219",26412.78889,3,"CS","B2",53.81574757,"B",2,"7","11016"
"220",27312.78889,3,"CS","B2",55.43716393,"B",2,"7","11016"
"221",28212.78889,3,"CS","B2",57.07520449,"B",2,"7","11016"
"222",29112.78889,3,"CS","B2",58.57103183,"B",2,"7","11016"
"223",30012.78889,3,"CS","B2",59.35894501,"B",2,"7","11016"
"224",30912.78889,3,"CS","B2",58.97505392,"B",2,"7","11016"
"225",31812.78889,3,"CS","B2",56.46535266,"B",2,"7","11016"
"226",32712.78889,3,"CS","B2",51.31305102,"B",2,"7","11016"
"227",33612.78889,3,"CS","B2",44.91898673,"B",2,"7","11016"
"228",34512.78889,3,"CS","B2",39.91477058,"B",2,"7","11016"
"229",35412.78889,3,"CS","B2",35.80479206,"B",2,"7","11016"
"230",36312.78889,3,"CS","B2",32.26770741,"B",2,"7","11016"
"231",37212.78889,3,"CS","B2",29.35088391,"B",2,"7","11016"
"232",38112.78889,3,"CS","B2",26.99497065,"B",2,"7","11016"
"233",39012.78889,3,"CS","B2",24.92488288,"B",2,"7","11016"
"234",39912.78889,3,"CS","B2",23.22582918,"B",2,"7","11016"
"235",40812.78889,3,"CS","B2",21.62935208,"B",2,"7","11016"
"236",41712.78889,3,"CS","B2",20.30583644,"B",2,"7","11016"
"237",42612.78889,3,"CS","B2",19.29031939,"B",2,"7","11016"
"238",43512.78889,3,"CS","B2",18.358689,"B",2,"7","11016"
"239",44412.78889,3,"CS","B2",17.54150594,"B",2,"7","11016"
"240",45312.78889,3,"CS","B2",16.72033363,"B",2,"7","11016"
"241",46212.78889,3,"CS","B2",15.91919391,"B",2,"7","11016"
"242",47112.78889,3,"CS","B2",15.1155232,"B",2,"7","11016"
"243",48012.78889,3,"CS","B2",14.40742938,"B",2,"7","11016"
"244",48912.78889,3,"CS","B2",13.65591162,"B",2,"7","11016"
"245",49812.78889,3,"CS","B2",12.91040745,"B",2,"7","11016"
"246",50712.78889,3,"CS","B2",12.20191369,"B",2,"7","11016"
"247",51612.78889,3,"CS","B2",11.51296933,"B",2,"7","11016"
"248",52512.78889,3,"CS","B2",10.83234455,"B",2,"7","11016"
"249",53412.78889,3,"CS","B2",10.23219577,"B",2,"7","11016"
"250",54312.78889,3,"CS","B2",9.600242686,"B",2,"7","11016"
"251",55212.78889,3,"CS","B2",8.884664339,"B",2,"7","11016"
"252",56112.78889,3,"CS","B2",8.187735398,"B",2,"7","11016"
"253",57012.78889,3,"CS","B2",7.528034707,"B",2,"7","11016"
"254",57912.78889,3,"CS","B2",6.769276515,"B",2,"7","11016"
"255",58812.78889,3,"CS","B2",6.030847113,"B",2,"7","11016"
"256",59712.78889,3,"CS","B2",5.246964172,"B",2,"7","11016"
"257",60612.78889,3,"CS","B2",4.372349707,"B",2,"7","11016"
"258",61512.78889,3,"CS","B2",3.418486865,"B",2,"7","11016"
"259",62412.78889,3,"CS","B2",2.246482181,"B",2,"7","11016"
"260",63312.78889,3,"CS","B2",0.288824869,"B",2,"7","11016"
"261",64212.78889,3,"CS","B2",-4.337845127,"B",2,"7","11016"
"262",65112.78889,3,"CS","B2",-7.639621038,"B",2,"7","11016"
"263",66012.78889,3,"CS","B2",-8.736857883,"B",2,"7","11016"
"264",66912.78889,3,"CS","B2",-9.098774591,"B",2,"7","11016"
"265",67812.78889,3,"CS","B2",-9.29424475,"B",2,"7","11016"
"266",68712.78889,3,"CS","B2",-9.359857944,"B",2,"7","11016"
"267",69612.78889,3,"CS","B2",-9.50061528,"B",2,"7","11016"
"268",70512.78889,3,"CS","B2",-9.546069682,"B",2,"7","11016"
"269",71412.78889,3,"CS","B2",-9.592836968,"B",2,"7","11016"
"270",72312.78889,3,"CS","B2",-9.725523754,"B",2,"7","11016"
"271",73212.78889,3,"CS","B2",-9.738401172,"B",2,"7","11016"
"272",74112.78889,3,"CS","B2",-9.850025244,"B",2,"7","11016"
"273",75012.78889,3,"CS","B2",-9.833892,"B",2,"7","11016"
"274",75912.78889,3,"CS","B2",-9.889367457,"B",2,"7","11016"
"275",76812.78889,3,"CS","B2",-9.927007288,"B",2,"7","11016"
"276",77712.78889,3,"CS","B2",-10.02535121,"B",2,"7","11016"
"277",78612.78889,3,"CS","B2",-10.04020636,"B",2,"7","11016"
"278",79512.78889,3,"CS","B2",-10.06731112,"B",2,"7","11016"
"279",80412.78889,3,"CS","B2",-10.09112854,"B",2,"7","11016"
"280",81312.78889,3,"CS","B2",-10.164212,"B",2,"7","11016"
"281",82212.78889,3,"CS","B2",-10.1744114,"B",2,"7","11016"
"282",83112.78889,3,"CS","B2",-10.24785511,"B",2,"7","11016"
"283",84012.78889,3,"CS","B2",-10.24624886,"B",2,"7","11016"
"284",84912.78889,3,"CS","B2",-10.28639738,"B",2,"7","11016"
"285",85812.78889,3,"CS","B2",-10.334068,"B",2,"7","11016"
"286",86712.78889,3,"CS","B2",-10.40017359,"B",2,"7","11016"
"287",87612.78889,3,"CS","B2",-10.43738677,"B",2,"7","11016"
"288",3004.305558,1,"CS","B3",-0.021983905,"B",3,"6","11016"
"289",3904.305558,1,"CS","B3",1.611459612,"B",3,"6","11016"
"290",4804.305558,1,"CS","B3",4.244563159,"B",3,"6","11016"
"291",5704.305558,1,"CS","B3",7.704607354,"B",3,"6","11016"
"292",6604.305558,1,"CS","B3",8.500425563,"B",3,"6","11016"
"293",7504.305558,1,"CS","B3",11.54131492,"B",3,"6","11016"
"294",8404.305558,1,"CS","B3",15.66376826,"B",3,"6","11016"
"295",9304.305558,1,"CS","B3",19.23060251,"B",3,"6","11016"
"296",10204.30556,1,"CS","B3",23.15856701,"B",3,"6","11016"
"297",11104.30556,1,"CS","B3",29.39825262,"B",3,"6","11016"
"298",12004.30556,1,"CS","B3",37.05168782,"B",3,"6","11016"
"299",12904.30556,1,"CS","B3",41.62154068,"B",3,"6","11016"
"300",13804.30556,1,"CS","B3",48.84549949,"B",3,"6","11016"
"301",14704.30556,1,"CS","B3",55.31750705,"B",3,"6","11016"
"302",15604.30556,1,"CS","B3",61.15980928,"B",3,"6","11016"
"303",16504.30556,1,"CS","B3",65.93909148,"B",3,"6","11016"
"304",17404.30556,1,"CS","B3",68.01678179,"B",3,"6","11016"
"305",18304.30556,1,"CS","B3",71.7744834,"B",3,"6","11016"
"306",19204.30556,1,"CS","B3",72.31856391,"B",3,"6","11016"
"307",20104.30556,1,"CS","B3",72.25840649,"B",3,"6","11016"
"308",21004.30556,1,"CS","B3",69.32136981,"B",3,"6","11016"
"309",21904.30556,1,"CS","B3",65.74135637,"B",3,"6","11016"
"310",22804.30556,1,"CS","B3",61.15587011,"B",3,"6","11016"
"311",23704.30556,1,"CS","B3",55.70362628,"B",3,"6","11016"
"312",24604.30556,1,"CS","B3",50.85316365,"B",3,"6","11016"
"313",25504.30556,1,"CS","B3",49.28893623,"B",3,"6","11016"
"314",26404.30556,1,"CS","B3",48.20423824,"B",3,"6","11016"
"315",27304.30556,1,"CS","B3",47.44537481,"B",3,"6","11016"
"316",28204.30556,1,"CS","B3",47.88587024,"B",3,"6","11016"
"317",29104.30556,1,"CS","B3",48.2856496,"B",3,"6","11016"
"318",30004.30556,1,"CS","B3",48.53843946,"B",3,"6","11016"
"319",30904.30556,1,"CS","B3",49.12038416,"B",3,"6","11016"
"320",31804.30556,1,"CS","B3",49.76846256,"B",3,"6","11016"
"321",32704.30556,1,"CS","B3",50.36501275,"B",3,"6","11016"
"322",33604.30556,1,"CS","B3",51.18667268,"B",3,"6","11016"
"323",34504.30556,1,"CS","B3",52.29157746,"B",3,"6","11016"
"324",35404.30556,1,"CS","B3",53.61215017,"B",3,"6","11016"
"325",36304.30556,1,"CS","B3",54.83787875,"B",3,"6","11016"
"326",37204.30556,1,"CS","B3",55.37348935,"B",3,"6","11016"
"327",38104.30556,1,"CS","B3",54.86938466,"B",3,"6","11016"
"328",39004.30556,1,"CS","B3",53.23721881,"B",3,"6","11016"
"329",39904.30556,1,"CS","B3",49.42913994,"B",3,"6","11016"
"330",40804.30556,1,"CS","B3",41.69038184,"B",3,"6","11016"
"331",41704.30556,1,"CS","B3",36.45844732,"B",3,"6","11016"
"332",42604.30556,1,"CS","B3",33.21364186,"B",3,"6","11016"
"333",43504.30556,1,"CS","B3",30.74164978,"B",3,"6","11016"
"334",44404.30556,1,"CS","B3",28.59200985,"B",3,"6","11016"
"335",45304.30556,1,"CS","B3",26.85634473,"B",3,"6","11016"
"336",46204.30556,1,"CS","B3",25.68900598,"B",3,"6","11016"
"337",47104.30556,1,"CS","B3",24.7864775,"B",3,"6","11016"
"338",48004.30556,1,"CS","B3",24.05119591,"B",3,"6","11016"
"339",48904.30556,1,"CS","B3",23.35602057,"B",3,"6","11016"
"340",49804.30556,1,"CS","B3",22.6714971,"B",3,"6","11016"
"341",50704.30556,1,"CS","B3",22.02824691,"B",3,"6","11016"
"342",51604.30556,1,"CS","B3",21.40853745,"B",3,"6","11016"
"343",52504.30556,1,"CS","B3",20.77531848,"B",3,"6","11016"
"344",53404.30556,1,"CS","B3",20.14767208,"B",3,"6","11016"
"345",54304.30556,1,"CS","B3",19.43415651,"B",3,"6","11016"
"346",55204.30556,1,"CS","B3",18.83644737,"B",3,"6","11016"
"347",56104.30556,1,"CS","B3",18.39205754,"B",3,"6","11016"
"348",57004.30556,1,"CS","B3",17.95937199,"B",3,"6","11016"
"349",57904.30556,1,"CS","B3",17.50336183,"B",3,"6","11016"
"350",58804.30556,1,"CS","B3",17.14446238,"B",3,"6","11016"
"351",59704.30556,1,"CS","B3",16.74350049,"B",3,"6","11016"
"352",60604.30556,1,"CS","B3",16.30273897,"B",3,"6","11016"
"353",61504.30556,1,"CS","B3",15.93213592,"B",3,"6","11016"
"354",62404.30556,1,"CS","B3",15.5279973,"B",3,"6","11016"
"355",63304.30556,1,"CS","B3",15.15751524,"B",3,"6","11016"
"356",64204.30556,1,"CS","B3",14.77873974,"B",3,"6","11016"
"357",65104.30556,1,"CS","B3",14.38238907,"B",3,"6","11016"
"358",66004.30556,1,"CS","B3",13.9962572,"B",3,"6","11016"
"359",66904.30556,1,"CS","B3",13.67471396,"B",3,"6","11016"
"360",67804.30556,1,"CS","B3",13.35224025,"B",3,"6","11016"
"361",68704.30556,1,"CS","B3",13.04200654,"B",3,"6","11016"
"362",69604.30556,1,"CS","B3",12.70497768,"B",3,"6","11016"
"363",70504.30556,1,"CS","B3",12.33587509,"B",3,"6","11016"
"364",71404.30556,1,"CS","B3",11.9728419,"B",3,"6","11016"
"365",72304.30556,1,"CS","B3",11.65804862,"B",3,"6","11016"
"366",73204.30556,1,"CS","B3",11.34643639,"B",3,"6","11016"
"367",74104.30556,1,"CS","B3",11.04947177,"B",3,"6","11016"
"368",75004.30556,1,"CS","B3",10.68647728,"B",3,"6","11016"
"369",75904.30556,1,"CS","B3",10.38517956,"B",3,"6","11016"
"370",76804.30556,1,"CS","B3",10.06061147,"B",3,"6","11016"
"371",77704.30556,1,"CS","B3",9.787175546,"B",3,"6","11016"
"372",78604.30556,1,"CS","B3",9.489124577,"B",3,"6","11016"
"373",79504.30556,1,"CS","B3",9.21428031,"B",3,"6","11016"
"374",80404.30556,1,"CS","B3",8.909595013,"B",3,"6","11016"
"375",81304.30556,1,"CS","B3",8.6174257,"B",3,"6","11016"
"376",82204.30556,1,"CS","B3",8.292871314,"B",3,"6","11016"
"377",83104.30556,1,"CS","B3",8.033597643,"B",3,"6","11016"
"378",84004.30556,1,"CS","B3",7.788614862,"B",3,"6","11016"
"379",84904.30556,1,"CS","B3",7.509790737,"B",3,"6","11016"
"380",85804.30556,1,"CS","B3",7.224230808,"B",3,"6","11016"
"381",86704.30556,1,"CS","B3",6.986829088,"B",3,"6","11016"
"382",87604.30556,1,"CS","B3",6.747247802,"B",3,"6","11016"
"383",3021.431546,2,"CS","B3",0.108625072,"B",3,"6","11016"
"384",3921.431546,2,"CS","B3",1.808305099,"B",3,"6","11016"
"385",4821.431546,2,"CS","B3",4.512743737,"B",3,"6","11016"
