,Time,rep,baseline,variable,value,glucose,inoc,glucose_conc,inoc_name
104,1.581919371,xi,yes,E2,8.180379148,0,7,E,2
105,1.831919371,xi,yes,E2,14.4177967,0,7,E,2
106,2.081919371,xi,yes,E2,21.78203196,0,7,E,2
107,2.331919371,xi,yes,E2,26.39335189,0,7,E,2
108,2.581919371,xi,yes,E2,30.58602456,0,7,E,2
109,2.831919372,xi,yes,E2,33.88842162,0,7,E,2
110,3.081919372,xi,yes,E2,38.04772559,0,7,E,2
111,3.331919372,xi,yes,E2,41.05982138,0,7,E,2
112,3.581919372,xi,yes,E2,40.40666345,0,7,E,2
113,3.831919372,xi,yes,E2,37.2398649,0,7,E,2
114,4.081919372,xi,yes,E2,32.77163454,0,7,E,2
115,4.331919372,xi,yes,E2,28.0455008,0,7,E,2
116,4.581919372,xi,yes,E2,25.75209115,0,7,E,2
117,4.831919372,xi,yes,E2,24.25047714,0,7,E,2
118,5.081919372,xi,yes,E2,22.51594357,0,7,E,2
119,5.331919372,xi,yes,E2,21.13963961,0,7,E,2
120,5.581919372,xi,yes,E2,19.74424985,0,7,E,2
121,5.831919372,xi,yes,E2,18.65624714,0,7,E,2
122,6.081919372,xi,yes,E2,17.80547423,0,7,E,2
123,6.331919372,xi,yes,E2,17.03411768,0,7,E,2
124,6.581919372,xi,yes,E2,16.64765413,0,7,E,2
125,6.831919372,xi,yes,E2,16.14419634,0,7,E,2
126,7.081919372,xi,yes,E2,15.61852391,0,7,E,2
127,7.331919372,xi,yes,E2,15.23243491,0,7,E,2
128,7.581919372,xi,yes,E2,14.86221214,0,7,E,2
129,7.831919372,xi,yes,E2,14.57833931,0,7,E,2
130,8.081919372,xi,yes,E2,13.9880627,0,7,E,2
131,8.331919372,xi,yes,E2,13.72535138,0,7,E,2
132,8.581919372,xi,yes,E2,12.88857289,0,7,E,2
133,8.831919372,xi,yes,E2,12.66616718,0,7,E,2
134,9.081919372,xi,yes,E2,12.42886889,0,7,E,2
135,9.331919372,xi,yes,E2,12.18092567,0,7,E,2
136,9.581919372,xi,yes,E2,11.88402623,0,7,E,2
137,9.831919372,xi,yes,E2,11.57369481,0,7,E,2
138,10.08191937,xi,yes,E2,11.20844226,0,7,E,2
139,10.33191937,xi,yes,E2,10.78116887,0,7,E,2
140,10.58191937,xi,yes,E2,10.35221903,0,7,E,2
141,10.83191937,xi,yes,E2,9.955233641,0,7,E,2
142,11.08191937,xi,yes,E2,9.614437561,0,7,E,2
143,11.33191937,xi,yes,E2,9.220456817,0,7,E,2
144,11.58191937,xi,yes,E2,8.869053547,0,7,E,2
145,11.83191937,xi,yes,E2,8.491901851,0,7,E,2
146,12.08191937,xi,yes,E2,8.163807757,0,7,E,2
147,12.33191937,xi,yes,E2,7.705889979,0,7,E,2
148,12.58191937,xi,yes,E2,7.250105219,0,7,E,2
149,12.83191937,xi,yes,E2,6.849795772,0,7,E,2
150,13.08191937,xi,yes,E2,6.49553253,0,7,E,2
151,13.33191937,xi,yes,E2,6.191143282,0,7,E,2
152,13.58191937,xi,yes,E2,5.879994659,0,7,E,2
153,13.83191937,xi,yes,E2,5.526479421,0,7,E,2
154,14.08191937,xi,yes,E2,5.20383379,0,7,E,2
155,14.33191937,xi,yes,E2,4.90238795,0,7,E,2
156,14.58191937,xi,yes,E2,4.581037451,0,7,E,2
157,14.83191937,xi,yes,E2,4.353189686,0,7,E,2
158,15.08191937,xi,yes,E2,3.988739155,0,7,E,2
159,15.33191937,xi,yes,E2,3.736380181,0,7,E,2
160,15.58191937,xi,yes,E2,3.445406608,0,7,E,2
161,15.83191937,xi,yes,E2,3.152910417,0,7,E,2
162,16.08191937,xi,yes,E2,2.841246021,0,7,E,2
163,16.33191937,xi,yes,E2,2.531181947,0,7,E,2
164,16.58191937,xi,yes,E2,2.266675216,0,7,E,2
165,16.83191937,xi,yes,E2,1.951112166,0,7,E,2
166,17.08191937,xi,yes,E2,1.678169454,0,7,E,2
167,17.33191937,xi,yes,E2,1.446706716,0,7,E,2
168,17.58191937,xi,yes,E2,1.176746662,0,7,E,2
169,17.83191937,xi,yes,E2,0.874031404,0,7,E,2
170,18.08191937,xi,yes,E2,0.619516989,0,7,E,2
171,18.33191937,xi,yes,E2,0.393491255,0,7,E,2
172,18.58191937,xi,yes,E2,0.097500324,0,7,E,2
173,18.83191937,xi,yes,E2,-0.140093126,0,7,E,2
174,19.08191937,xi,yes,E2,-0.378287933,0,7,E,2
175,19.33191937,xi,yes,E2,-0.604028792,0,7,E,2
176,19.58191937,xi,yes,E2,-0.933091552,0,7,E,2
177,19.83191937,xi,yes,E2,-1.163060689,0,7,E,2
178,20.08191937,xi,yes,E2,-1.460343646,0,7,E,2
179,20.33191937,xi,yes,E2,-1.675128301,0,7,E,2
180,20.58191937,xi,yes,E2,-1.95197953,0,7,E,2
181,20.83191937,xi,yes,E2,-2.24560923,0,7,E,2
182,21.08191937,xi,yes,E2,-2.637710967,0,7,E,2
183,21.33191937,xi,yes,E2,-2.903291773,0,7,E,2
184,21.58191937,xi,yes,E2,-3.094504022,0,7,E,2
185,21.83191937,xi,yes,E2,-3.317339646,0,7,E,2
186,22.08191937,xi,yes,E2,-3.514003821,0,7,E,2
187,22.33191937,xi,yes,E2,-3.688521947,0,7,E,2
188,22.58191937,xi,yes,E2,-3.954003763,0,7,E,2
189,22.83191937,xi,yes,E2,-4.104515851,0,7,E,2
190,23.08191937,xi,yes,E2,-4.349568758,0,7,E,2
191,23.33191937,xi,yes,E2,-4.551306031,0,7,E,2
192,23.58191937,xi,yes,E2,-4.764044765,0,7,E,2
193,23.83191937,xi,yes,E2,-4.980443845,0,7,E,2
194,0.840610353,xii,yes,E2,-0.131921295,0,7,E,2
195,1.090610353,xii,yes,E2,1.127400371,0,7,E,2
196,1.340610353,xii,yes,E2,3.336461268,0,7,E,2
197,1.590610353,xii,yes,E2,6.577741627,0,7,E,2
198,1.840610353,xii,yes,E2,11.32687622,0,7,E,2
199,2.090610353,xii,yes,E2,14.44116136,0,7,E,2
200,2.340610353,xii,yes,E2,17.5594439,0,7,E,2
201,2.590610353,xii,yes,E2,20.46343193,0,7,E,2
202,2.840610353,xii,yes,E2,23.95837655,0,7,E,2
203,3.090610353,xii,yes,E2,27.45390664,0,7,E,2
204,3.340610353,xii,yes,E2,30.27571363,0,7,E,2
205,3.590610353,xii,yes,E2,29.88326772,0,7,E,2
206,3.840610353,xii,yes,E2,26.77686714,0,7,E,2
207,4.090610353,xii,yes,E2,21.31238263,0,7,E,2
208,4.340610353,xii,yes,E2,18.48680814,0,7,E,2
209,4.590610353,xii,yes,E2,17.54929385,0,7,E,2
210,4.840610353,xii,yes,E2,16.76663215,0,7,E,2
211,5.090610353,xii,yes,E2,16.00720688,0,7,E,2
212,5.340610353,xii,yes,E2,15.06440986,0,7,E,2
213,5.590610353,xii,yes,E2,14.23059681,0,7,E,2
214,5.840610353,xii,yes,E2,13.5144152,0,7,E,2
215,6.090610353,xii,yes,E2,13.01696204,0,7,E,2
216,6.340610353,xii,yes,E2,12.62317285,0,7,E,2
217,6.590610353,xii,yes,E2,12.2135909,0,7,E,2
218,6.840610353,xii,yes,E2,11.96144508,0,7,E,2
219,7.090610353,xii,yes,E2,11.71475216,0,7,E,2
220,7.340610353,xii,yes,E2,11.4929636,0,7,E,2
221,7.590610353,xii,yes,E2,11.27914751,0,7,E,2
222,7.840610353,xii,yes,E2,11.00104697,0,7,E,2
223,8.090610353,xii,yes,E2,10.57712432,0,7,E,2
224,8.340610353,xii,yes,E2,10.06847307,0,7,E,2
225,8.590610353,xii,yes,E2,9.445234546,0,7,E,2
226,8.840610353,xii,yes,E2,8.828209157,0,7,E,2
227,9.090610353,xii,yes,E2,8.270387451,0,7,E,2
228,9.340610353,xii,yes,E2,7.704154383,0,7,E,2
229,9.590610353,xii,yes,E2,7.201109157,0,7,E,2
230,9.840610353,xii,yes,E2,6.714214723,0,7,E,2
231,10.09061035,xii,yes,E2,6.286147644,0,7,E,2
232,10.34061035,xii,yes,E2,5.884102332,0,7,E,2
233,10.59061035,xii,yes,E2,5.494279912,0,7,E,2
